VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Paraguay,2019,0.160167554,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Paraguay,2020,0.176280783,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Paraguay,2021,0.179679605,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Peru,2018,0.274865547,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Peru,2019,0.280255644,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Peru,2020,0.280494742,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Peru,2021,0.287712656,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Philippines,2018,0.18596683,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Philippines,2019,0.179255692,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Philippines,2020,0.186344881,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Philippines,2021,0.198779145,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Poland,2018,0.101185511,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Poland,2019,0.105167475,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Poland,2020,0.114022128,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Poland,2021,0.105474674,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Portugal,2018,0.516016283,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Portugal,2019,0.543393858,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Portugal,2020,0.518662118,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Portugal,2021,0.551247827,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Puerto Rico,2018,2.105737421,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Puerto Rico,2019,2.063597964,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Puerto Rico,2020,1.913307564,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Puerto Rico,2021,1.934731086,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Qatar,2018,1.170451079,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Qatar,2019,1.376018432,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Qatar,2020,1.69836542,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Qatar,2021,1.572142589,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Korea,2018,0.990209747,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Korea,2019,0.966937588,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Korea,2020,1.016366613,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Korea,2021,1.072842562,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Moldova,2018,3.994052537,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Moldova,2019,3.991878365,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Moldova,2020,2.521215737,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Moldova,2021,3.432539375,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Romania,2018,0.341486615,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Romania,2019,0.317876144,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Romania,2020,0.349688073,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Romania,2021,0.256444797,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Russian Federation,2018,0.051240592,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Russian Federation,2019,0.054465909,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Russian Federation,2020,0.060057324,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Russian Federation,2021,0.059721858,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Rwanda,2018,0.33785732,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Rwanda,2019,0.368468824,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Rwanda,2020,0.431750962,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Rwanda,2021,0.461496776,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Kitts and Nevis,2018,0.401491395,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Kitts and Nevis,2019,0.409452546,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Kitts and Nevis,2020,0.436836338,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Kitts and Nevis,2021,0.552700461,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Lucia,2018,0.002087894,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Lucia,2019,0.002459619,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Lucia,2020,0.002081677,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Lucia,2021,0.001858558,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sao Tome and Principe,2018,0.318961504,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sao Tome and Principe,2019,0.360458724,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sao Tome and Principe,2020,0.42305784,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sao Tome and Principe,2021,0.383697767,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saudi Arabia,2018,0.682865797,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saudi Arabia,2019,0.703747373,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saudi Arabia,2020,0.780589586,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saudi Arabia,2021,0.732831608,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Senegal,2018,0.069937681,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Senegal,2019,0.072718999,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Senegal,2020,0.080192739,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Senegal,2021,0.080396969,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Serbia,2018,0.165690866,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Serbia,2019,0.150924236,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Serbia,2020,0.170161689,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Serbia,2021,0.197946099,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Seychelles,2018,4.436935931,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Seychelles,2019,4.699922451,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Seychelles,2020,4.283225443,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Seychelles,2021,4.674877765,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sierra Leone,2018,3.632214084,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sierra Leone,2019,3.772465057,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sierra Leone,2020,3.782951096,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sierra Leone,2021,3.803268588,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovakia,2018,2.290507881,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovakia,2019,1.478364629,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovakia,2020,1.69613714,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovakia,2021,1.707542785,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovenia,2018,6.954426391,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovenia,2019,6.711282093,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovenia,2020,8.53275411,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovenia,2021,9.112697461,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Somalia,2018,0.136917334,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Somalia,2019,0.140610651,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Somalia,2020,0.140208303,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Somalia,2021,0.144331565,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Africa,2018,0.130606761,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Africa,2019,0.11323436,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Africa,2020,0.130682366,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Africa,2021,0.133850084,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Sudan,2018,0.012381313,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Sudan,2019,0.018442079,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Sudan,2020,0.028963043,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Sudan,2021,0.018879748,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Spain,2018,0.538474112,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Spain,2019,0.496545405,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Spain,2020,0.516864347,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Spain,2021,0.496062497,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sri Lanka,2018,0.316004807,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sri Lanka,2019,0.305433503,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sri Lanka,2020,0.333676247,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sri Lanka,2021,0.362785624,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sudan,2018,0.153346415,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sudan,2019,0.169303908,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sudan,2020,0.118055539,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sudan,2021,0.276487066,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Suriname,2018,1.281210449,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Suriname,2019,1.048126197,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Suriname,2020,0.833552979,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Suriname,2021,0.915684069,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sweden,2018,3.538817626,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sweden,2019,3.692589983,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sweden,2020,3.519913832,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sweden,2021,3.589092634,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Switzerland,2018,5.917895127,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Switzerland,2019,5.946985824,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Switzerland,2020,6.347052774,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Switzerland,2021,5.9529993,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Syrian Arab Republic,2018,0.10877205,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Syrian Arab Republic,2019,0.112747856,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Syrian Arab Republic,2020,0.100968666,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Syrian Arab Republic,2021,0.098031349,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tajikistan,2018,0.223845941,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tajikistan,2019,0.253827941,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tajikistan,2020,0.288144573,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tajikistan,2021,0.334844537,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Thailand,2018,0.372685161,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Thailand,2019,0.377179457,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Thailand,2020,0.37829731,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Thailand,2021,0.378012003,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Timor-Leste,2018,0.073462145,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Timor-Leste,2019,0.070346573,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Timor-Leste,2020,0.085771988,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Timor-Leste,2021,0.088978044,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Togo,2018,0.014589679,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Togo,2019,0.01520282,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Togo,2020,0.014703762,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Togo,2021,0.015866561,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Trinidad and Tobago,2018,2.540651759,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Trinidad and Tobago,2019,2.034851129,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Trinidad and Tobago,2020,2.675812524,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Trinidad and Tobago,2021,2.180074703,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tunisia,2018,0.320535017,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tunisia,2019,0.316437377,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tunisia,2020,0.314001902,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tunisia,2021,0.3199497,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Turkmenistan,2018,0.158566359,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Turkmenistan,2019,0.236699173,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Turkmenistan,2020,0.232257269,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Turkmenistan,2021,0.243789572,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Türkiye,2018,0.170797494,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Türkiye,2019,0.162970918,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Türkiye,2020,0.153097676,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Türkiye,2021,0.171176372,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uganda,2018,0.038732438,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uganda,2019,0.042875491,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uganda,2020,0.044415724,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uganda,2021,0.044862391,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ukraine,2018,0.057246694,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ukraine,2019,0.05772714,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ukraine,2020,0.096898293,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ukraine,2021,0.114377163,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Arab Emirates,2018,1.130122185,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Arab Emirates,2019,1.241234227,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Arab Emirates,2020,1.498096531,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Arab Emirates,2021,1.529302682,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2018,0.733666804,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2019,0.794847846,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2020,0.753102317,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2021,0.848839996,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Republic of Tanzania,2018,0.210946093,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Republic of Tanzania,2019,0.215965604,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Republic of Tanzania,2020,0.225006151,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Republic of Tanzania,2021,0.23465031,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United States of America,2018,0.194420537,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United States of America,2019,0.174676463,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United States of America,2020,0.175345302,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United States of America,2021,0.21374072,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uruguay,2018,0.180607318,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uruguay,2019,0.198237579,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uruguay,2020,0.215429807,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uruguay,2021,0.195325243,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uzbekistan,2018,0.503046662,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uzbekistan,2019,0.515542281,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uzbekistan,2020,0.566087124,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uzbekistan,2021,0.7188292,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Venezuela (Bolivarian Republic of),2018,0.095626078,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Venezuela (Bolivarian Republic of),2019,0.087145221,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Venezuela (Bolivarian Republic of),2020,0.112702041,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Venezuela (Bolivarian Republic of),2021,0.115295676,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Viet Nam,2018,0.269926509,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Viet Nam,2019,0.261484046,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Viet Nam,2020,0.289350145,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Viet Nam,2021,0.301625305,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Yemen,2018,0.59832485,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Yemen,2019,0.619561307,US$/m3,E,False
